hourly_consumption
1098.436316
887.8622109
774.0431275
717.2759181
702.3457497
852.5305042
1195.319609
1531.687427
1488.71296
1438.637473
1537.575447
1573.883252
1605.476206
1644.460047
1672.737865
1886.315403
2016.494583
2276.650291
2463.026425
2517.703639
2631.93433
2468.299438
2049.068238
1643.355453
1200.18238
1002.401075
897.2386328
851.7778845
854.9945173
994.1272272
1406.52772
1741.89411
1693.115889
1589.721276
1774.263411
1786.049118
1824.660881
1843.215052
1778.231102
1797.672456
1940.263088
2347.66836
2536.216199
2598.064739
2717.722104
2545.613891
2113.623814
1685.072345
1220.644482
1006.722889
896.1637845
842.5498064
840.6302842
970.9639655
1375.880599
1657.718032
1722.530941
1671.386755
1770.52236
1727.814423
1863.25719
1851.460188
1984.417934
2107.502113
2264.726267
2450.123503
2550.331267
2590.227328
2697.346168
2510.863527
2070.645686
1633.423377
1167.068542
944.9345145
835.0363335
784.4524949
775.5559381
898.2336752
1274.992441
1624.363717
1540.402977
1498.345858
1617.241156
1578.281318
1548.246103
1616.898644
1744.205622
1738.788045
1991.52074
2115.69883
2280.573827
2328.637719
2448.324801
2276.27242
1860.637826
1453.540935
1018.673979
820.7623355
718.8089939
677.5212509
678.0341974
813.2364955
1197.370334
1405.107699
1419.84972
1335.859276
1269.62399
1316.817654
1328.256485
1397.85717
1488.668428
1624.120688
1781.167385
2004.841533
2192.630405
2259.454104
2387.661205
2235.187484
1827.171442
1422.759723
988.3595254
791.0940373
690.4811931
645.0626985
642.3765238
769.5198151
1149.762492
1452.966031
1421.336388
1384.530833
1288.496438
1358.84702
1403.426539
1474.568941
1539.147505
1703.064845
1943.274965
2134.961339
2282.080447
2337.65228
2467.889375
2309.385778
1898.148098
1498.718888
1067.993039
869.3842935
772.9175605
731.9291814
733.2375214
865.7273317
1254.000485
1513.755161
1467.846725
1387.259051
1526.251106
1574.053062
1604.033996
1628.03074
1606.290972
1752.541238
1899.621241
2113.499212
2256.953079
2305.942258
2426.565037
2264.20298
1850.079158
1447.6248
1016.606024
819.1307116
718.6650847
677.9087869
679.9568708
814.4602954
1198.279068
1503.024355
1423.072699
1378.352026
1528.223443
1415.061676
1441.643405
1460.460264
1551.076561
1665.526217
1826.698345
2084.036198
2241.655453
2308.306814
2437.018634
2273.830893
1862.804543
1456.425986
1021.677063
825.5849967
718.5086437
669.3558873
668.5559587
804.6049587
1110.994947
1536.778455
1479.42764
1445.538107
1559.135437
1495.266709
1431.873631
1509.75781
1586.716618
1738.580258
1902.335071
2125.60406
2264.24877
2331.098191
2463.368119
2300.464062
1880.298356
1460.624654
1014.098655
815.7530323
716.8027316
678.3190532
685.2259879
835.2435971
1248.686724
1572.791998
1555.218605
1492.356615
1593.471473
1631.987858
1627.025542
1525.254309
1593.26028
1774.634834
1893.647153
2210.740104
2360.483383
2420.716828
2542.405038
2369.932283
1942.192923
1516.007122
1061.493084
847.989141
747.9791625
706.7898353
707.81421
844.1026475
1234.695098
