hourly_consumption
1554.797041
1461.352218
1438.675581
1561.215367
1566.52164
1590.432887
1645.406958
1641.412545
1778.27969
1986.772091
2163.292307
2281.468584
2320.280947
2439.692446
2272.282428
1852.779617
1447.925781
1009.961733
812.1818308
710.0315578
667.5697493
668.235357
804.8136686
1189.043817
1524.227632
1418.285361
1318.005149
1322.104035
1445.681046
1462.891866
1480.792097
1438.26594
1475.543942
1683.8959
1929.014582
2177.947347
2258.812041
2399.629647
2249.304004
1846.030944
1450.95457
1021.270913
826.1802077
730.1926738
689.2604863
687.8376299
821.5149986
1208.422359
1539.871872
1445.603655
1426.63421
1495.302229
1517.225154
1417.970749
1455.446149
1459.344452
1609.203739
1818.548868
2137.387072
2241.154699
2302.667323
2443.202358
2289.101623
1884.79227
1485.289626
1055.055179
857.9713631
761.3734902
720.7311608
721.8289736
859.3770808
1250.045488
1562.039556
1482.582512
1385.30842
1417.371069
1468.035145
1429.659078
1471.265145
1533.948844
1666.713337
1788.760282
2042.560975
2226.266079
2301.681559
2436.255918
2281.932749
1875.809553
1474.867137
1041.871796
841.7165814
741.3974351
698.2875104
696.3209121
825.612403
1132.716576
1518.176446
1457.523966
1405.805208
1539.577991
1510.800195
1537.819289
1517.818258
1618.503119
1773.150894
1884.616876
2171.403555
2297.852816
2348.651575
2472.18684
2308.560968
1891.988276
1487.949732
1049.869302
856.6804619
753.5535367
707.9400679
711.5717331
857.408571
1271.035558
1639.488541
1558.414422
1512.661372
1663.715853
1704.8911
1637.561405
1713.623634
1774.163082
1844.926464
1959.221296
2212.147112
2376.753671
2429.79531
2549.780065
2380.915393
1952.95925
1527.329535
1074.430383
871.6114701
768.8369874
728.0674728
734.6468858
883.3874118
1300.927546
1624.448643
1629.875168
1514.970122
1655.19474
1663.927185
1689.782376
1715.845125
1691.977356
1814.648277
1945.955039
2153.953818
2370.089807
2439.2721
2563.580987
2401.09243
1977.667968
1552.926839
1100.87967
892.1376132
797.0897241
760.6549052
766.6149466
910.5244236
1312.883272
1632.590733
1543.711126
1424.730476
1622.055182
1453.745664
1429.629438
1588.15251
1586.701751
1633.551697
1763.577566
2032.764599
2241.479661
2312.947047
2455.596961
2303.427371
1899.683585
1501.77758
1071.728029
874.5870334
780.7438843
743.2631991
749.0329353
891.5549372
1291.878128
1531.109507
1510.140624
1574.813641
1447.85104
1523.830365
1506.143012
1623.403181
1650.555669
1821.868851
2101.022947
2375.856948
2417.404339
2457.058863
2586.75113
2420.894998
2001.395849
1590.506665
1142.883609
934.9816053
829.8315897
781.9098195
775.7556538
906.534048
1298.414867
1606.266014
1494.790546
1480.651759
1491.00567
1550.35151
1615.551314
1592.601941
1606.942181
1736.059404
1881.498716
2129.1008
2284.202342
2341.388331
2463.317074
2300.467241
1884.81872
1477.955941
1038.082924
834.1695207
732.0113482
688.5161281
685.033996
819.360713
1122.777134
1520.390213
1442.562341
1398.52567
1595.14392
1417.660759
1422.195743
1441.51196
1562.382701
1763.294263
1950.803722
2170.284615
2291.469819
2341.332892
2463.826903
2297.32368
1879.059067
1471.59545
1028.760983
823.8658557
722.1076865
676.7589269
673.8398034
803.6921207
1198.003491
1529.11634
1436.575438
1415.790776
1381.055445
1413.903981
1442.326751
1478.769838
1575.426577
1688.927484
1828.447596
2136.104629
2260.361251
2314.684593
2443.28358
2282.037024
1870.007668
1466.4333
1030.5708
838.7638975
738.2907394
697.4478837
703.797704
854.7507141
1277.465844
1613.00301
1553.767239
1544.942431
1574.181809
1595.77246
1625.442153
1620.67886
1641.00963
1718.178975
1880.292349
2129.319124
2290.376892
2357.196861
2484.323502
2320.471347
1897.05566
1471.639168
1020.516321
819.0800851
721.5663296
682.2235847
690.6419186
844.0389561
1269.41687
1617.183766
1584.035532
1508.756337
1540.619859
1565.155722
1532.658458
1555.044081
1627.408504
1676.785537
1888.830533
2089.450063
2296.730148
2370.538026
2493.752177
2323.977386
1897.406694
1470.826683
1018.991064
810.1256193
714.6031956
676.4354864
684.1558255
829.3997915
1233.532469
1555.098136
1436.926581
1418.722204
1328.395303
1353.074893
1331.41831
1370.214353
1433.654721
1579.700722
1860.477652
2017.06047
2278.507226
2365.114345
2488.697038
2319.763845
1897.413687
1480.671852
1034.659852
824.4077662
716.5071689
667.4927373
662.0220852
792.2818969
1181.699522
1489.274511
1419.665174
1335.063846
1337.038412
1433.730032
1352.003163
1367.977436
1626.535799
1735.591747
1903.916169
2162.88033
2292.386361
2341.30384
2461.186028
2291.421261
1873.113195
1460.33468
1018.957452
814.6124796
709.3854575
662.7268283
661.5392874
795.9318883
1091.764656
1461.284114
1405.255636
1350.390813
1375.843081
1343.458429
1319.90328
1476.0178
1469.519148
1555.493838
1837.314078
2111.513937
2196.090068
2258.105689
2391.566118
2231.625141
1818.645013
1413.474926
978.0326104
779.2682112
680.5395587
641.278438
644.5377801
787.7190428
1187.259115
1531.149456
1439.258438
1365.208232
1404.698414
1426.425247
1487.64708
1547.978905
1742.465658
1708.81478
1939.70437
2190.924546
2344.505847
2415.883747
2545.237112
2382.882618
1968.163542
1559.707989
1118.671969
916.240083
815.5281108
772.1992006
771.5097433
909.8612281
1309.920902
1580.740809
1531.115612
1484.391376
1612.367282
1596.386396
1603.099103
1644.081155
1772.771481
1966.596014
2183.208244
2445.485494
2593.517423
2629.67901
2731.808501
2541.417397
2098.462965
1669.189016
1205.306263
992.4083768
874.348369
815.4481244
809.1430006
949.3060724
1366.692503
1610.015379
1616.578907
1593.843965
1680.341655
1601.677992
1605.674563
1570.288311
1585.030903
1656.630723
1853.456857
2106.17296
2318.139715
2409.789636
2544.47312
2384.630895
1967.9585
1535.544067
