production_monthly_minutely
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12.1765
89.5053
137.162
174.062
205.943
229.799
259.461
283.631
298.246
302.719
326.075
348.371
365.367
396.798
384.595
370.36
376.243
392.936
442.921
484.178
500.849
507.946
513.171
519.273
522.66
523.771
526.024
528.962
530.363
529.914
533.326
536.584
539.338
539.197
536.974
534.825
531.421
533.069
534.014
537.835
543.479
548.231
551.494
553.614
555.405
560.227
565.277
569.67
574.537
577.785
584.356
587.117
589.522
591.773
593.595
596.626
599.42
602
607.773
612.371
614.477
615.5
617.434
622.709
625.697
627.599
629.567
635.552
644.403
650.141
655.323
658.754
661.762
662.414
665.126
665.707
667.402
667.76
668.401
671.221
674.77
679.438
683.712
687.102
688.615
692.592
692.717
695.355
697.004
699.221
700.048
700.736
701.695
701.993
703.881
707.391
712.428
714.96
719.598
720.124
721.014
708.101
713.906
713.912
717.801
722.857
725.918
728.604
731.323
736.118
741.147
745.304
748.125
746.243
747.061
747.576
749.544
751.209
756.847
759.982
761.443
761.47
763.416
762.666
767.04
767.268
769.789
772.202
776.883
779.561
780.341
782.825
784.118
783.563
785.373
788.817
790.025
790.037
790.855
792.51
794.46
796.373
794.99
792.392
793.648
794.216
789.412
790.048
792.965
776.951
588.967
219.165
89.7275
221.968
701.816
781.272
787.053
795.87
800.174
803.755
805.567
807.366
808.301
808.13
805.59
803.091
802.26
802.596
804.575
808.317
809.018
812.836
812.285
816.414
816.249
814.003
815.013
816.581
820.244
819.038
814.254
816.422
813.258
814.707
815.35
815.787
812.731
811.243
815.66
813.933
815.982
818.896
817.197
673.606
823.13
827.044
824.745
820.466
819.323
821.553
824.11
828.356
834.513
796.011
352.492
718.801
816.873
832.389
689.829
776.628
646.146
248.206
18.6862
0
12.0445
52.0847
528.264
618.172
346.871
262.824
770.635
533.363
489.278
29.1797
72.421
14.5048
0
15.8702
6.04439
63.6519
0
0
0
0
8.28618
49.8155
0
0
0
335.353
673.218
9.36173
0
0
0
0
0
0
53.6768
0
9.85959
0
12.8342
104.281
324.385
751.028
864.3
862.646
866.243
869.613
872.596
874.464
872.506
874.01
873.561
875.07
874.33
873.144
872.328
871.727
881.944
876.5
837.891
835.65
876.321
881.273
882.705
880.692
886.409
886.233
887.569
888.745
884.93
885.899
891.302
566.923
747.802
285.989
201.221
308.565
431.27
153.952
377.793
541.536
0
0
0
0
0
0
0
0
0
140.3
279.999
154.242
0
291.895
356.317
502.818
0
6.05414
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
